company_name,term_months,before_id,after_id,lineage_key,method_version,energy_component_type,phase_index,vat_basis,before_last_observed,after_first_observed,status,both_rows_numerically_compatible
Alajärven Sähkö Oy,12,3171,3849,a8a24624d7f499531c3a293f0f59094c33a60bb7f6d821eba5c8678ab0ed7a82,retail-premium-v2,energy_day,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Alajärven Sähkö Oy,12,3849,4811,a8a24624d7f499531c3a293f0f59094c33a60bb7f6d821eba5c8678ab0ed7a82,retail-premium-v2,energy_day,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,12,3172,3850,a8a24624d7f499531c3a293f0f59094c33a60bb7f6d821eba5c8678ab0ed7a82,retail-premium-v2,energy_night,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Alajärven Sähkö Oy,12,3850,4812,a8a24624d7f499531c3a293f0f59094c33a60bb7f6d821eba5c8678ab0ed7a82,retail-premium-v2,energy_night,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,12,3657,4051,d21481c9d2ea9f0d2b5adb6b5edd88bed74e1484cbd7d387d7125e9482f666a9,retail-premium-v2,energy_general,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Alajärven Sähkö Oy,12,4051,4850,d21481c9d2ea9f0d2b5adb6b5edd88bed74e1484cbd7d387d7125e9482f666a9,retail-premium-v2,energy_general,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,12,3587,4024,e3c3a30946549a3b96324c09fb1bb78f359eabe2c43c3d75d8cfecc381a8b198,retail-premium-v2,energy_general,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Alajärven Sähkö Oy,12,4024,4813,e3c3a30946549a3b96324c09fb1bb78f359eabe2c43c3d75d8cfecc381a8b198,retail-premium-v2,energy_general,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,12,3645,4776,f40e02dfb8ac31c1280cc4aa808bb6871a34a8b18809fdeae74438f0a77ae270,retail-premium-v2,energy_night,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,12,3646,4777,f40e02dfb8ac31c1280cc4aa808bb6871a34a8b18809fdeae74438f0a77ae270,retail-premium-v2,energy_day,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,24,3510,4795,584c4f55461a92e023f6ba2186ae279b5230f388fa5916153633d08acad496ad,retail-premium-v2,energy_general,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,24,3481,3976,6c2cbf3bd0bfcc47d66e7ccad9906e15ccc05c7d388568788a86e38940f6c0ba,retail-premium-v2,energy_night,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Alajärven Sähkö Oy,24,3976,4774,6c2cbf3bd0bfcc47d66e7ccad9906e15ccc05c7d388568788a86e38940f6c0ba,retail-premium-v2,energy_night,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,24,3482,3977,6c2cbf3bd0bfcc47d66e7ccad9906e15ccc05c7d388568788a86e38940f6c0ba,retail-premium-v2,energy_day,0,unknown,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,False
Alajärven Sähkö Oy,24,3977,4775,6c2cbf3bd0bfcc47d66e7ccad9906e15ccc05c7d388568788a86e38940f6c0ba,retail-premium-v2,energy_day,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,24,3393,4854,9b5a104bc7459a66a592d08aaacb926ee7f5e23aff83d8c152576c9e69f86a05,retail-premium-v2,energy_day,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,24,3394,4855,9b5a104bc7459a66a592d08aaacb926ee7f5e23aff83d8c152576c9e69f86a05,retail-premium-v2,energy_night,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Alajärven Sähkö Oy,24,3588,4786,ce10dd1b54966779de822e14582d9d48043ff9f13568770aa95114f2cf6362c9,retail-premium-v2,energy_general,0,unknown,2026-08-05,2026-08-07,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,4520,5213,6e0bc18d5e996bedea946be869cf0421694c0d5d974b45dc8b8dd445c4bc6fb6,retail-premium-v2,energy_general,0,included,2026-08-05,2026-08-12,dated_energy_or_fee_change_component_pair,True
Cheap Energy Finland Oy,24,4521,5214,6e0bc18d5e996bedea946be869cf0421694c0d5d974b45dc8b8dd445c4bc6fb6,retail-premium-v2,energy_general,1,included,2026-08-05,2026-08-12,dated_energy_or_fee_change_component_pair,True
Cheap Energy Finland Oy,24,2309,2310,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-history-v2,energy_general,0,included,2026-05-07,2026-05-08,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,2310,2311,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-history-v2,energy_general,0,included,2026-05-19,2026-05-20,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,2311,2312,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-history-v2,energy_general,0,included,2026-06-09,2026-06-10,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,2312,2313,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-history-v2,energy_general,0,included,2026-06-29,2026-06-30,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,2313,2314,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-history-v2,energy_general,0,included,2026-07-09,2026-07-11,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,2314,2315,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-history-v2,energy_general,0,included,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,2315,2316,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-history-v2,energy_general,0,included,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Cheap Energy Finland Oy,24,3303,3904,aae289d81c293910ee00a48fdde327231d6360eb403e8c55cf8bc56ba108909c,retail-premium-v2,energy_general,0,included,2026-07-27,2026-07-23,overlapping_period_pair_ambiguous,True
Cheap Energy Finland Oy,24,7258,7771,d6e1608f7293dc46dfdfd13cc709675066a15e4029a8ebadc0540ab81256db52,retail-premium-v2,energy_general,0,included,2026-09-11,2026-09-12,same_signature_new_key_not_proven_repricing,True
Fortum Markets Oy,12,2263,2264,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-05-03,2026-05-04,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2264,2265,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-05-10,2026-05-11,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2265,2266,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-05-17,2026-05-18,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2266,2267,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-05-24,2026-05-25,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2267,2269,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-06-07,2026-06-08,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2269,2271,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-06-14,2026-06-15,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2271,2273,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-06-21,2026-06-22,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2273,2275,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-06-28,2026-06-29,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2275,2276,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-07-05,2026-07-06,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2276,2277,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-07-12,2026-07-13,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,2277,2278,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-history-v2,energy_general,0,unknown,2026-07-19,2026-07-20,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,4009,4590,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-08-01,2026-08-03,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,4590,4711,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-08-05,2026-08-06,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,12,4711,4994,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-08-09,2026-08-10,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,4994,5819,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-08-21,2026-08-22,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,12,5819,6004,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-08-23,2026-08-24,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,6004,6207,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-08-27,2026-08-28,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,12,6207,6476,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-08-30,2026-08-31,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,6476,6789,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-09-03,2026-09-04,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,12,6789,7036,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-09-06,2026-09-07,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,12,7036,7712,eadc4b5365049f7c5918ced5c2e434ca89f451ecbd666ba1ee2ad6912249601a,retail-premium-v2,energy_general,0,unknown,2026-09-11,2026-09-12,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,24,2878,2879,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-04-19,2026-04-20,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2879,2880,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-05-03,2026-05-04,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2880,2881,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-05-10,2026-05-11,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2881,2882,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-05-17,2026-05-18,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2882,2883,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-05-24,2026-05-25,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2883,2884,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-06-07,2026-06-08,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2884,2885,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-06-14,2026-06-15,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2885,2886,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-06-28,2026-06-29,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2886,2887,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-07-05,2026-07-06,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2887,2888,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-07-12,2026-07-13,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,2888,2889,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-history-v2,energy_general,0,unknown,2026-07-19,2026-07-20,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,4017,5874,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-v2,energy_general,0,unknown,2026-08-21,2026-08-22,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,24,5874,6003,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-v2,energy_general,0,unknown,2026-08-23,2026-08-24,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,24,6003,6206,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-v2,energy_general,0,unknown,2026-08-27,2026-08-28,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,24,6206,6415,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-v2,energy_general,0,unknown,2026-08-30,2026-08-31,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,6415,6720,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-v2,energy_general,0,unknown,2026-09-03,2026-09-04,same_signature_new_key_not_proven_repricing,False
Fortum Markets Oy,24,6720,7091,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-v2,energy_general,0,unknown,2026-09-06,2026-09-07,dated_energy_or_fee_change_component_pair,False
Fortum Markets Oy,24,7091,7775,0c638ccd1ace8b1a5ba1c7c29a0fc70414b78c00829a2b27771d47c78b5d8ce9,retail-premium-v2,energy_general,0,unknown,2026-09-11,2026-09-12,signature_change_without_energy_fee_change,False
Fortum Markets Oy,24,3742,3982,a9b07328680d3498a4544b53f8c3b4fb1524a81792fe3c502e65ddd7a170b4fc,retail-premium-v2,energy_general,0,included,2026-07-26,2026-07-27,dated_energy_or_fee_change_component_pair,True
Fortum Markets Oy,24,3982,7568,a9b07328680d3498a4544b53f8c3b4fb1524a81792fe3c502e65ddd7a170b4fc,retail-premium-v2,energy_general,0,included,2026-09-10,2026-09-11,same_signature_new_key_not_proven_repricing,True
Hehku Energia Oy,6,2194,2197,4662b194264c36ec48ee1ebb0c1c15ccc47912e84b6ca4f6c93453eea36a1fa1,retail-premium-history-v2,energy_general,0,unknown,2026-06-02,2026-06-03,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,6,2197,2200,4662b194264c36ec48ee1ebb0c1c15ccc47912e84b6ca4f6c93453eea36a1fa1,retail-premium-history-v2,energy_general,0,unknown,2026-06-09,2026-06-10,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,6,2200,2202,4662b194264c36ec48ee1ebb0c1c15ccc47912e84b6ca4f6c93453eea36a1fa1,retail-premium-history-v2,energy_general,0,unknown,2026-07-09,2026-07-11,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,6,2202,2204,4662b194264c36ec48ee1ebb0c1c15ccc47912e84b6ca4f6c93453eea36a1fa1,retail-premium-history-v2,energy_general,0,unknown,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,6,2204,2206,4662b194264c36ec48ee1ebb0c1c15ccc47912e84b6ca4f6c93453eea36a1fa1,retail-premium-history-v2,energy_general,0,unknown,2026-07-20,2026-07-22,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,2857,2858,57293e979a2a1a95129a1d19a7fe9773603b80faa275f29cfe7f7296057393bb,retail-premium-history-v2,energy_general,0,unknown,2026-07-09,2026-07-11,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,2858,2859,57293e979a2a1a95129a1d19a7fe9773603b80faa275f29cfe7f7296057393bb,retail-premium-history-v2,energy_general,0,unknown,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,2859,2860,57293e979a2a1a95129a1d19a7fe9773603b80faa275f29cfe7f7296057393bb,retail-premium-history-v2,energy_general,0,unknown,2026-07-21,2026-07-22,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,5206,5821,57293e979a2a1a95129a1d19a7fe9773603b80faa275f29cfe7f7296057393bb,retail-premium-v2,energy_general,0,unknown,2026-08-20,2026-08-21,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,5821,7678,57293e979a2a1a95129a1d19a7fe9773603b80faa275f29cfe7f7296057393bb,retail-premium-v2,energy_general,0,unknown,2026-09-11,2026-09-12,same_signature_new_key_not_proven_repricing,False
Hehku Energia Oy,12,2090,2091,c18d12d6a323539e55e422333aaa1079a31cc0eec66fdbbb47aa834fcfab5ce0,retail-premium-history-v2,energy_general,0,unknown,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,2091,2092,c18d12d6a323539e55e422333aaa1079a31cc0eec66fdbbb47aa834fcfab5ce0,retail-premium-history-v2,energy_general,0,unknown,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,3210,4543,c18d12d6a323539e55e422333aaa1079a31cc0eec66fdbbb47aa834fcfab5ce0,retail-premium-v2,energy_general,0,unknown,2026-08-01,2026-08-03,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,4543,5200,c18d12d6a323539e55e422333aaa1079a31cc0eec66fdbbb47aa834fcfab5ce0,retail-premium-v2,energy_general,0,unknown,2026-08-11,2026-08-12,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,5200,7646,c18d12d6a323539e55e422333aaa1079a31cc0eec66fdbbb47aa834fcfab5ce0,retail-premium-v2,energy_general,0,unknown,2026-09-11,2026-09-12,same_signature_new_key_not_proven_repricing,False
Hehku Energia Oy,12,4367,5201,c18d12d6a323539e55e422333aaa1079a31cc0eec66fdbbb47aa834fcfab5ce0,retail-premium-v2,energy_general,1,unknown,2026-08-01,2026-08-12,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,2976,2977,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-history-v2,energy_general,0,included,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,2977,2978,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-history-v2,energy_general,0,included,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,12,3682,4533,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-v2,energy_general,0,included,2026-08-01,2026-08-03,dated_energy_or_fee_change_component_pair,True
Hehku Energia Oy,12,4533,5222,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-v2,energy_general,0,included,2026-08-11,2026-08-12,dated_energy_or_fee_change_component_pair,True
Hehku Energia Oy,12,5222,5840,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-v2,energy_general,0,included,2026-08-20,2026-08-21,dated_energy_or_fee_change_component_pair,True
Hehku Energia Oy,12,5840,6221,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-v2,energy_general,0,included,2026-08-27,2026-08-28,dated_energy_or_fee_change_component_pair,True
Hehku Energia Oy,12,6221,7698,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-v2,energy_general,0,included,2026-09-11,2026-09-12,same_signature_new_key_not_proven_repricing,True
Hehku Energia Oy,12,4481,5223,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-v2,energy_general,1,included,2026-08-01,2026-08-12,dated_energy_or_fee_change_component_pair,True
Hehku Energia Oy,12,5223,5841,ce8a2c3b90d27f7f1bb798c809245fc926c7b8393f10456302f16080efa04795,retail-premium-v2,energy_general,1,included,2026-08-20,2026-08-21,dated_energy_or_fee_change_component_pair,True
Hehku Energia Oy,24,1914,1915,1b0b462de5c31dfce48dfe8b746c9f8dec4fc8c843edd8369364a5b8e5184590,retail-premium-history-v2,energy_general,0,unknown,2026-05-07,2026-05-08,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,1915,1916,1b0b462de5c31dfce48dfe8b746c9f8dec4fc8c843edd8369364a5b8e5184590,retail-premium-history-v2,energy_general,0,unknown,2026-06-02,2026-06-03,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,1916,1917,1b0b462de5c31dfce48dfe8b746c9f8dec4fc8c843edd8369364a5b8e5184590,retail-premium-history-v2,energy_general,0,unknown,2026-06-09,2026-06-10,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,1917,1918,1b0b462de5c31dfce48dfe8b746c9f8dec4fc8c843edd8369364a5b8e5184590,retail-premium-history-v2,energy_general,0,unknown,2026-07-09,2026-07-11,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,1918,1919,1b0b462de5c31dfce48dfe8b746c9f8dec4fc8c843edd8369364a5b8e5184590,retail-premium-history-v2,energy_general,0,unknown,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,1919,1920,1b0b462de5c31dfce48dfe8b746c9f8dec4fc8c843edd8369364a5b8e5184590,retail-premium-history-v2,energy_general,0,unknown,2026-07-21,2026-07-22,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,3004,3005,6cf1c0d7fa42c3a729fa2cad203c826767345bf23c541a4afbb03955cc6a2bd0,retail-premium-history-v2,energy_general,0,unknown,2026-06-02,2026-06-03,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,3005,3006,6cf1c0d7fa42c3a729fa2cad203c826767345bf23c541a4afbb03955cc6a2bd0,retail-premium-history-v2,energy_general,0,unknown,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,3006,3007,6cf1c0d7fa42c3a729fa2cad203c826767345bf23c541a4afbb03955cc6a2bd0,retail-premium-history-v2,energy_general,0,unknown,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,3686,4537,6cf1c0d7fa42c3a729fa2cad203c826767345bf23c541a4afbb03955cc6a2bd0,retail-premium-v2,energy_general,0,unknown,2026-08-01,2026-08-03,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,4537,7703,6cf1c0d7fa42c3a729fa2cad203c826767345bf23c541a4afbb03955cc6a2bd0,retail-premium-v2,energy_general,0,unknown,2026-09-11,2026-09-12,same_signature_new_key_not_proven_repricing,False
Hehku Energia Oy,24,7331,7692,84820b8f4fad5c38e7166b1ecd071fbceb34d8f992d27a0ac3f062c25d44660d,retail-premium-v2,energy_general,0,included,2026-09-11,2026-09-12,signature_change_without_energy_fee_change,True
Hehku Energia Oy,24,2077,2078,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-history-v2,energy_general,0,included,2026-05-07,2026-05-08,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,2078,2079,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-history-v2,energy_general,0,included,2026-05-19,2026-05-20,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,2079,2080,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-history-v2,energy_general,0,included,2026-06-09,2026-06-10,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,2080,2081,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-history-v2,energy_general,0,included,2026-06-29,2026-06-30,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,2081,2082,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-history-v2,energy_general,0,included,2026-07-09,2026-07-11,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,2082,2083,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-history-v2,energy_general,0,included,2026-07-14,2026-07-15,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,2083,2084,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-history-v2,energy_general,0,included,2026-07-20,2026-07-21,dated_energy_or_fee_change_component_pair,False
Hehku Energia Oy,24,3204,4548,8f9f9ed1af91a73abc8ffdaed35bcf129782953515b122235cfee0cfd233d3fa,retail-premium-v2,energy_general,0,included,2026-07-31,2026-08-03,dated_energy_or_fee_change_component_pair,True
Helen Oy,6,3797,4163,ab3f65339425cf82d6e39e53244a5d0d8c855869cf83fd75b6a9c9a574ee7fae,retail-premium-v2,energy_general,0,unknown,2026-07-27,2026-07-28,dated_energy_or_fee_change_component_pair,False
Helen Oy,6,4163,4637,ab3f65339425cf82d6e39e53244a5d0d8c855869cf83fd75b6a9c9a574ee7fae,retail-premium-v2,energy_general,0,unknown,2026-08-01,2026-08-04,dated_energy_or_fee_change_component_pair,False
